rows_returned,tables_count,query_length,has_sum,has_group_by,has_where,cpu_usage,memory_usage
-0.3405397030590766,0.8246598306941894,0.7425633976419859,1.7495467143188137,1.3005142283728264,-1.131448944360863,-0.469614251542678,-0.3750109250449831
-0.5525298112625714,0.8246598306941894,0.7425633976419859,-0.5715766214275394,1.3005142283728264,0.8838224693955443,-0.469614251542678,-0.4776098643842342
-0.4725408301081497,0.8246598306941894,-0.12732127104894198,-0.5715766214275394,-0.7689266123994484,0.8838224693955443,-0.469614251542678,-0.07851151832525793
-0.5605060722433436,-1.3781043247493887,0.5574815532396608,-0.5715766214275394,-0.7689266123994484,0.8838224693955443,-0.469614251542678,0.22536578965032122
-0.3405397030590766,0.8246598306941894,0.7425633976419859,1.7495467143188137,1.3005142283728264,-1.131448944360863,-0.469614251542678,-0.3745498062164911
-0.34460107133810086,-1.3781043247493887,0.5574815532396608,-0.5715766214275394,-0.7689266123994484,0.8838224693955443,-0.469614251542678,-0.2288362564133274
2.768471004437905,0.8246598306941894,0.48344881547873075,-0.5715766214275394,-0.7689266123994484,-1.131448944360863,-0.469614251542678,-1.0798310543935026
-0.5605060722433436,-0.27672224702759973,0.3538915243971032,1.7495467143188137,1.3005142283728264,-1.131448944360863,-0.469614251542678,0.16103971307582668
-0.5605193882049141,-1.3781043247493887,-2.0706806372733553,-0.5715766214275394,-0.7689266123994484,0.8838224693955443,-0.469614251542678,-0.18779668067762909
-0.5605060722433436,-0.27672224702759973,0.3538915243971032,1.7495467143188137,1.3005142283728264,-1.131448944360863,-0.469614251542678,-0.4480982593608078
0.09510529568373327,1.9260419084159786,1.260792561968496,-0.5715766214275394,1.3005142283728264,-1.131448944360863,0.2780142595940825,0.8015337658498474
-0.2942001567934886,-0.27672224702759973,1.0757107175661709,1.7495467143188137,-0.7689266123994484,0.8838224693955443,-0.469614251542678,-4.172093918254263
-0.3405397030590766,0.8246598306941894,-0.12732127104894198,-0.5715766214275394,-0.7689266123994484,0.8838224693955443,-0.469614251542678,-2.6485573089199432
-0.5605060722433436,-0.27672224702759973,0.3538915243971032,1.7495467143188137,1.3005142283728264,-1.131448944360863,1.5220681021256517,0.09118021055943583
-0.2257161664360405,-0.27672224702759973,-0.12732127104894198,-0.5715766214275394,1.3005142283728264,-1.131448944360863,-0.469614251542678,0.3415677344300585
